uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen3-8b_perm120_v1.parsed.csv,wire_payload,204709,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen3-8b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_qwen_qwen3.6-max-preview_perm120_v1.parsed.csv,wire_payload,136750,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_qwen_qwen3.6-max-preview_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_sao10k_l3.3-euryale-70b_perm120_v1.parsed.csv,wire_payload,129269,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_sao10k_l3.3-euryale-70b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_thedrummer_rocinante-12b_perm120_v1.parsed.csv,wire_payload,224220,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_thedrummer_rocinante-12b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_thedrummer_unslopnemo-12b_perm120_v1.parsed.csv,wire_payload,215873,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_thedrummer_unslopnemo-12b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/evening_out_D/evening_out_D_20260624_undi95_remm-slerp-l2-13b_perm120_v1.parsed.csv,wire_payload,148475,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\evening_out_D\evening_out_D_20260624_undi95_remm-slerp-l2-13b_perm120_v1.parsed.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/README.md,other,2161,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\README.md,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/cell_summary.csv,wire_payload,78926,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\cell_summary.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/coverage_grid.csv,wire_payload,3546,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\coverage_grid.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/master_long.csv,wire_payload,8278714,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\master_long.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/mtmm_pairs.csv,wire_payload,42755,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\mtmm_pairs.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_inference_consolidated/roster.csv,wire_payload,1871,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_inference_consolidated\roster.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/README.md,other,9973,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\README.md,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/cell_summary.csv,wire_payload,518222,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\cell_summary.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/coverage_grid.csv,wire_payload,33127,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\coverage_grid.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/master_long.csv,wire_payload,321909850,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\master_long.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable ⚠ 322 MB, will NOT stage over the device bridge - work in place with device_bash"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/roster.csv,wire_payload,18408,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\roster.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/by_format/master_v1.csv,wire_payload,13310915,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\by_format\master_v1.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/outputs/mosart_logprob_consolidated/by_format/master_v2_chat_system.csv,wire_payload,308599261,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\outputs\mosart_logprob_consolidated\by_format\master_v2_chat_system.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable ⚠ 322 MB, will NOT stage over the device bridge - work in place with device_bash"
stimuli/mosart-logprob/jobs_NEWER/preflight/LOGPROB_PROVIDER_RECOVERY_PLAN.md,other,11026,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\LOGPROB_PROVIDER_RECOVERY_PLAN.md,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/PREFLIGHT_REPORT.md,other,20938,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\PREFLIGHT_REPORT.md,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/chatml.jinja,other,201,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\chatml.jinja,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/cost_model.json,other,5736,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\cost_model.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/gemma.jinja,other,241,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\gemma.jinja,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/owbi_roster.csv,wire_payload,17862,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\owbi_roster.csv,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/reconciliation_summary.json,other,1296,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\reconciliation_summary.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/serve_repos_verified.md,other,3686,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\serve_repos_verified.md,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/slug_validation.json,other,10184,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\slug_validation.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/smoke_result_20260624.json,other,3901,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\smoke_result_20260624.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/token_estimate_logprob.json,other,185,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\token_estimate_logprob.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/preflight/token_sample_report.json,other,2167,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\preflight\token_sample_report.json,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/_db_inventory.py,other,2461,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\_db_inventory.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/_db_inventory2.py,other,2853,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\_db_inventory2.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/analyze_logprob_usability.py,other,3099,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\analyze_logprob_usability.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/base_vs_instruct_compare.py,other,10686,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\base_vs_instruct_compare.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/build_batch_configs.py,other,7180,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\build_batch_configs.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/build_onboarding_csv.py,other,5881,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\build_onboarding_csv.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/collect_logprob_local.py,other,4153,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\collect_logprob_local.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/consolidate_inference.py,other,15682,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\consolidate_inference.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/consolidate_logprob.py,other,25499,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\consolidate_logprob.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/cost_model.py,other,6905,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\cost_model.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/generate_inference_prompts.py,other,6719,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\generate_inference_prompts.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/launch_logprob_batch.py,other,5782,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\launch_logprob_batch.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/merge_and_validate.py,other,14642,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\merge_and_validate.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/run_jobs.py,other,9877,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\run_jobs.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/serve_collect_both_banks.sh,other,4083,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\serve_collect_both_banks.sh,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/serve_collect_one.sh,other,3273,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\serve_collect_one.sh,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/serve_collect_one_reasoning.sh,other,3149,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\serve_collect_one_reasoning.sh,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/token_sample.py,other,6017,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\token_sample.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/validate_slugs.py,other,5323,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\validate_slugs.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/verify_run_usability.py,other,2732,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\verify_run_usability.py,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/__pycache__/base_vs_instruct_compare.cpython-312.pyc,other,15684,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\__pycache__\base_vs_instruct_compare.cpython-312.pyc,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/__pycache__/consolidate_logprob.cpython-312.pyc,other,31688,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\__pycache__\consolidate_logprob.cpython-312.pyc,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEWER/scripts/__pycache__/run_jobs.cpython-312.pyc,other,14858,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-159,1-logprob,C:\Users\spenc\Downloads\jobs_NEWER\scripts\__pycache__\run_jobs.cpython-312.pyc,"the 159-model / 47-pair EXPANDED corpus; master_long.csv = 495,625 rows / 462,005 usable"
stimuli/mosart-logprob/jobs_NEW/CONTINUATION_MOSART_LOGPROB.md,other,9934,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\CONTINUATION_MOSART_LOGPROB.md,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/README.md,other,2617,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\README.md,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/configs/batch_A_logprob.yaml,other,250440,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\configs\batch_A_logprob.yaml,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/configs/batch_B_inference.yaml,other,77960,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\configs\batch_B_inference.yaml,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/configs/batch_C_logprob.yaml,other,283456,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\configs\batch_C_logprob.yaml,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/configs/batch_D_inference.yaml,other,114863,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\configs\batch_D_inference.yaml,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/onboarding/batchC_inf_only10_midterm2.csv,wire_payload,3144,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\onboarding\batchC_inf_only10_midterm2.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/onboarding/reference_rows_16_25.py,other,924,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\onboarding\reference_rows_16_25.py,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/all_rows_union25.csv,wire_payload,59961137,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\all_rows_union25.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/all_rows_union25.csv.bak,other,28736629,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\all_rows_union25.csv.bak,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/all_rows_union25_manifest.md,other,583,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\all_rows_union25_manifest.md,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/models_B.txt,other,273,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\models_B.txt,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/models_D.txt,other,785,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\models_D.txt,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/mosart_coverage_grid.csv,wire_payload,47535,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\mosart_coverage_grid.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/mosart_coverage_grid.png,other,110489,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\mosart_coverage_grid.png,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/prompts_B.csv,wire_payload,1248544,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\prompts_B.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/prompts_D.csv,wire_payload,526774,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\prompts_D.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/base_vs_instruct/comparison.csv,wire_payload,620,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\base_vs_instruct\comparison.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/evening_out_B/evening_out_B_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,wire_payload,279282,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\evening_out_B\evening_out_B_20260624_anthracite-org_magnum-v4-72b_perm120_v1.parsed.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/evening_out_B/evening_out_B_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,wire_payload,291407,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\evening_out_B\evening_out_B_20260624_gryphe_mythomax-l2-13b_perm120_v1.parsed.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/evening_out_B/evening_out_B_20260624_mancer_weaver_perm120_v1.parsed.csv,wire_payload,469400,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\evening_out_B\evening_out_B_20260624_mancer_weaver_perm120_v1.parsed.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/evening_out_B/evening_out_B_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,wire_payload,279360,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\evening_out_B\evening_out_B_20260624_mistralai_ministral-3b-2512_perm120_v1.parsed.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
stimuli/mosart-logprob/jobs_NEW/outputs/evening_out_B/evening_out_B_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,wire_payload,304281,,,pinned,exam_restricted,local-fs,stimuli-mosart-logprob-32,1-logprob,C:\Users\spenc\Downloads\jobs_NEW\outputs\evening_out_B\evening_out_B_20260624_openai_gpt-3.5-turbo_perm120_v1.parsed.csv,"the 32-model PRIMARY corpus; master_long.csv = 114,625 rows / 110,699 usable"
