uri,kind,size_bytes,dtype,shape,retention,confidentiality,source_system,family,workflow_seat,source_abspath,note
stimuli/mosart/analysis-output/tables/Ebis_within_between_item_r.csv,export,113,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\Ebis_within_between_item_r.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/F_family_summary.csv,export,567,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\F_family_summary.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/F_model_calibration.csv,export,6630,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\F_model_calibration.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/F_reliability_bins.csv,export,17280,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\F_reliability_bins.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/G_format_deltas.csv,export,3273,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\G_format_deltas.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_ari.csv,export,147,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_ari.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_cluster_assignments.csv,export,1543,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_cluster_assignments.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_eta2.csv,export,238,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_eta2.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_item_fingerprints.csv,export,8636,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_item_fingerprints.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_loo_representative_sampling.csv,export,329,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_loo_representative_sampling.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/H_within_between.csv,export,339,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\H_within_between.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/I_variant_by_letter.csv,export,6012,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\I_variant_by_letter.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/I_variant_letter_asymmetry.csv,export,1294,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\I_variant_letter_asymmetry.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/I_variant_mass_by_model.csv,export,2622,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\I_variant_mass_by_model.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/K_base_vs_instruct.csv,export,1537,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\K_base_vs_instruct.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/K_base_vs_instruct_deltas.csv,export,634,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\K_base_vs_instruct_deltas.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/MTMM_cells.csv,export,34573,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\MTMM_cells.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/MTMM_discriminant_blocks.csv,export,402,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\MTMM_discriminant_blocks.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/MTMM_matrix.csv,export,321,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\MTMM_matrix.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/MTMM_residual_convergence.csv,export,557,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\MTMM_residual_convergence.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/validation_correct_identity_constancy.csv,export,628,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\validation_correct_identity_constancy.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/validation_null_candidate_rates.csv,export,1326,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\validation_null_candidate_rates.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/validation_predicted_vs_argmax.csv,export,82,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\validation_predicted_vs_argmax.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/mosart/analysis-output/tables/validation_usable_by_model_format_bank.csv,export,5291,,,keep_forever,exam_restricted,local-fs,stimuli-mosart,none,C:\Users\spenc\OneDrive\Documents\Claude\Projects\MOSART Inference & Logprobs\analysis_output\tables\validation_usable_by_model_format_bank.csv,parsed_master.parquet 114625x55 + REPORT.md + tables + figs + run_manifest.json
stimuli/estela/datasets/lean-text-only-mcq/README.md,other,3665,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a - MCQ family,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\datasets\lean-text-only-mcq\README.md,CC BY-NC 4.0; 29 banks / 631 parsed problems
stimuli/estela/datasets/lean-text-only-mcq/build_lean_mcq.py,other,8906,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a - MCQ family,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\datasets\lean-text-only-mcq\build_lean_mcq.py,CC BY-NC 4.0; 29 banks / 631 parsed problems
stimuli/estela/datasets/lean-text-only-mcq/estela_text_only_mcq.csv,other,71786,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a - MCQ family,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\datasets\lean-text-only-mcq\estela_text_only_mcq.csv,CC BY-NC 4.0; 29 banks / 631 parsed problems
stimuli/estela/datasets/lean-text-only-mcq/estela_text_only_mcq.jsonl,other,211808,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a - MCQ family,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\datasets\lean-text-only-mcq\estela_text_only_mcq.jsonl,CC BY-NC 4.0; 29 banks / 631 parsed problems
stimuli/estela/templates/Problem-bank-template.yaml,other,6025,,,keep_forever,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\Templates\Problem-bank-template.yaml,YAML authoring forms
stimuli/estela/templates/YAML_formatting_prompt.md,other,3529,,,keep_forever,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\Templates\YAML_formatting_prompt.md,YAML authoring forms
stimuli/estela/templates/YAML_problem_types.md,other,50986,,,keep_forever,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\Templates\YAML_problem_types.md,YAML authoring forms
stimuli/estela/phy1-mechanics/Topics.csv,other,1607,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\Topics.csv,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/LO0-Vectors.xlsx,other,123363,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\LO0-Vectors.xlsx,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-UNITS-UC1-09152025/PHY1-UNITS-UC1-09152025.yml,other,10438,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-UNITS-UC1-09152025\PHY1-UNITS-UC1-09152025.yml,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-UNITS-UC1-09152025/PHY1-UNITS-UC1-09152025.zip,other,3949,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-UNITS-UC1-09152025\PHY1-UNITS-UC1-09152025.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/PHY1-VEC-VASTV-09072025.yml,other,48414,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\PHY1-VEC-VASTV-09072025.yml,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder.zip,other,531182,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/qti_import.zip,other,538851,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\qti_import.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-1.png,other,52700,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-1.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-10.png,other,55812,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-10.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-2.png,other,59688,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-2.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-3.png,other,59604,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-3.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-4.png,other,61597,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-4.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-5.png,other,58699,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-5.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-6.png,other,66576,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-6.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-7.png,other,57486,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-7.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-8.png,other,58364,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-8.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/0_Vector and Math/PHY1-VEC-VASTV-09072025/figure_folder/q-9.png,other,71940,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\0_Vector and Math\PHY1-VEC-VASTV-09072025\figure_folder\q-9.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/LO10-Angular Momentum and Angular Collision.xlsx,other,120717,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\LO10-Angular Momentum and Angular Collision.xlsx,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/Angular Collision Draft/Graphical Resources.svg,other,468160,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\Angular Collision Draft\Graphical Resources.svg,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figures.zip,other,269525,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figures.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/PHY1-AM-AMPMA-11022025.yaml,other,58057,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\PHY1-AM-AMPMA-11022025.yaml,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/PHY1-AM-AMPMA-11022025.zip,other,274642,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\PHY1-AM-AMPMA-11022025.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/Lower_right_v_left_diagrams.zip,other,160528,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\Lower_right_v_left_diagrams.zip,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_A.png,other,17659,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_A.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_B.png,other,17658,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_B.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_C.png,other,17631,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_C.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_D.png,other,17707,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_D.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_E.png,other,17687,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_E.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_F.png,other,17661,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_F.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_G.png,other,17694,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_G.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_H.png,other,17697,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_H.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/lower_right_v_left_I.png,other,17672,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\lower_right_v_left_I.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_A.png,other,24780,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_A.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_B.png,other,24810,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_B.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_C.png,other,24778,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_C.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_D.png,other,24800,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_D.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_E.png,other,24804,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_E.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
stimuli/estela/phy1-mechanics/10_Angular Momentum/PHY1-AM-AMPMA-11022025/Figure/upper_left_v_right_F.png,other,24775,,,pinned,exam_restricted,local-fs,stimuli-estela,n/a,C:\Users\spenc\Cursor Repos\ESTELA-physics-problem-bank\PHY I Mechanics\10_Angular Momentum\PHY1-AM-AMPMA-11022025\Figure\upper_left_v_right_F.png,"source bank YAML; 2 fail yaml.safe_load: PHY1-F-INTLP-091625, PHY1-F-CWDVF-10052025"
